unidade,asunto,tipo,adxudicatario,importe,num_licitadores,fin_contrato,data
DESENVOLVEMENTO LOCAL E EMPREGO,'Contratación dun curso de 'alfabetización informática' para impartir no obradoiro de emprego vigo capacita vii',Servizo,SARARTE SL,210.0,1,2021/00/31,2021/00/16
DESENVOLVEMENTO LOCAL E EMPREGO,"'Contrato mixto de subministro e servizo para adqusición e instalación de enreixado metálico exterior na porta de acceso ao centro municipal de ríos teis (baixada a ríos, 86)'",Subministro,HIROMEGAL SL,1587.33,1,2021/00/31,2021/00/21
ALCALDÍA,INSERCIÓNS PUBLICITARIAS INFORMACIÓN INSTITUCIONAL,Servizo,LA VOZ DE GALICIA SA,5999.06,3,2021/00/31,2021/00/18
ALCALDÍA,INSERCIÓNS PUBLICITARIAS INFORMACIÓN INSTITUCIONAL,Servizo,"FARO DE VIGO, S.A. UNIPERSONAL",6000.0,3,2021/00/31,2021/00/18
ALCALDÍA,INSERCIÓNS PUBLICITARIAS INFORMACIÓN INSTITUCIONAL,Servizo,RIAS BAIXAS COMUNICACION SA,6000.0,3,2021/00/31,2021/00/18
ALCALDÍA,CONTRATO MENOR PRIVADO SUBMINISTRO SUSCRIPCIONES DIFERENTES PUBLICACIÓNS,Subministro,EDITORIAL COMPOSTELA SA EL CORREO GALLEG,750.0,9,2021/00/31,2021/00/02
ALCALDÍA,CONTRATO MENOR PRIVADO SUBMINISTRO SUSCRIPCIONES DIFERENTES PUBLICACIÓNS,Subministro,LA VOZ DE GALICIA SA,2350.0,9,2021/00/31,2021/00/02
ALCALDÍA,CONTRATO MENOR PRIVADO SUBMINISTRO SUSCRIPCIONES DIFERENTES PUBLICACIÓNS,Subministro,"FARO DE VIGO, S.A. UNIPERSONAL",2616.0,9,2021/00/31,2021/00/02
ALCALDÍA,CONTRATO MENOR PRIVADO SUBMINISTRO SUSCRIPCIONES DIFERENTES PUBLICACIÓNS,Subministro,RIAS BAIXAS COMUNICACION SA,1503.72,9,2021/00/31,2021/00/02
ALCALDÍA,CONTRATO MENOR PRIVADO SUBMINISTRO SUSCRIPCIONES DIFERENTES PUBLICACIÓNS,Subministro,FICHERO DE CARGOS ESTIRADO SA -FICESA,468.0,9,2021/00/31,2021/00/02
ALCALDÍA,CONTRATO MENOR PRIVADO SUBMINISTRO SUSCRIPCIONES DIFERENTES PUBLICACIÓNS,Subministro,UNIDAD EDITORIAL SA,980.2,9,2021/00/31,2021/00/02
ALCALDÍA,CONTRATO MENOR PRIVADO SUBMINISTRO SUSCRIPCIONES DIFERENTES PUBLICACIÓNS,Subministro,LEREZ EDICIONES S L,369.0,9,2021/00/31,2021/00/02
ALCALDÍA,CONTRATO MENOR PRIVADO SUBMINISTRO SUSCRIPCIONES DIFERENTES PUBLICACIÓNS,Subministro,DISTRIBUIDORA DE PUBLICACIONES BOREAL SL,2751.36,9,2021/00/31,2021/00/02
ALCALDÍA,CONTRATO MENOR PRIVADO SUBMINISTRO SUSCRIPCIONES DIFERENTES PUBLICACIÓNS,Subministro,DIARIO ABC SL,537.84,9,2021/00/31,2021/00/02
ALCALDÍA,CONTRATO MENOR DE SERVIZOS DE DIAGRAMACIÓN ANUNCIOS INSTITUCIONAIS,Servizo,"ECOVIGO PUBLICIDAD, S.L.",5445.0,1,2021/00/31,2021/00/18
ALCALDÍA,SERVIZO DE NOVAS E ALERTAS EN TEMPO REAL PARA O ANO 2021,Servizo,EUROPA PRESS DELEGACIONES SA,17333.4,1,2021/00/31,2021/00/21
ALCALDÍA,SUBMINISTSRO DE FLORES E ADORNOS FLORAIS ACTOS INSTITUIONAIS E VODAS CIVID ANO 2021,Subministro,ROSARIO GONZALEZ  MANUEL,2695.0,2,2021/00/31,2021/00/22
ALCALDÍA,SUBMINISTSRO DE FLORES E ADORNOS FLORAIS ACTOS INSTITUIONAIS E VODAS CIVID ANO 2021,Subministro,FIGUEROA CARIDE BARBARA,2200.0,2,2021/00/31,2021/00/22
ALCALDÍA,GASTOS DE MENSAXERÍA E TRANSPORTE URXENTE,Servizo,"REPARTO Y GESTION URGENTE,S.L.",7260.0,2,2021/00/31,2021/00/22
ALCALDÍA,GASTOS DE MENSAXERÍA E TRANSPORTE URXENTE,Servizo,TRANSLOGIC-98 SL,4840.0,2,2021/00/31,2021/00/22
ALCALDÍA,IMPRESION MUPIS RECORDATORIO MEDIDAS COVID-19,Servizo,"ECOVIGO PUBLICIDAD, S.L.",1669.8,1,2021/00/31,2021/00/22
ALCALDÍA,GASTOS CAMPAÑA INSTITUCIONAL EN RADIOS MEDIDAS PREVENCION COVID-19,Servizo,RADIO POPULAR SA COPE,3000.07,3,2021/00/31,2021/00/08
ALCALDÍA,GASTOS CAMPAÑA INSTITUCIONAL EN RADIOS MEDIDAS PREVENCION COVID-19,Servizo,UNIPREX S A,3000.07,3,2021/00/31,2021/00/08
ALCALDÍA,GASTOS CAMPAÑA INSTITUCIONAL EN RADIOS MEDIDAS PREVENCION COVID-19,Servizo,RADIO VIGO SA,5999.66,3,2021/00/31,2021/00/08
ALCALDÍA,SUBMINISTRO 300 CARPETAS SERIGRAFIADAS 50*35 PARA ACTOS INSTITUCIONAIS,Subministro,OTERO PINO PABLO,5307.06,1,2021/00/31,2021/00/09
ALCALDÍA,ADQUISICIÓN OBRA DE ARTE,Subministro,TEIXEIRA RODRIGUEZ DOMINGO XOSE,1980.0,1,2021/00/31,2021/00/11
ALCALDÍA,SUBMINISTRO SERIGRAFIAS COMO AGASALLO VODAS CIVIS E ACTOS INSTITUCIONAIS DA ALCALDIA,Subministro,TEIXEIRA VAZQUEZ JUAN DOMINGO,14855.17,1,2021/00/31,2021/00/09
ALCALDÍA,SUBMINISTRO AUGAS RRPP E PROTOCOLO DO CONCELLO DE VIGO,Subministro,EDEN SPRINGS ESPAÑA SA,589.6,1,2021/00/31,2021/00/09
ALCALDÍA,INFORMACIÓN MUNICIPAL DE OBRIGADA PUBLICACIÓN,Servizo,LA VOZ DE GALICIA SA,3630.0,3,2021/00/31,2021/00/11
ALCALDÍA,INFORMACIÓN MUNICIPAL DE OBRIGADA PUBLICACIÓN,Servizo,"FARO DE VIGO, S.A. UNIPERSONAL",9680.0,3,2021/00/31,2021/00/11
ALCALDÍA,INFORMACIÓN MUNICIPAL DE OBRIGADA PUBLICACIÓN,Servizo,RIAS BAIXAS COMUNICACION SA,3630.0,3,2021/00/31,2021/00/11
ALCALDÍA,SUBMINISTRO BANDEIRAS INSTITUCIONAIS PARA O CONCELLO DE VIGO,Subministro,LARRAZ GRUPO EMPRESARIAL SA,503.89,1,2021/00/31,2021/00/18
ALCALDÍA,GASTOS PRODUCION ACTO ENTREGA DE PREMIOS IDEAS NO MAR DE VIGO,Servizo,ORGANIZACION DE IDEAS DE EXITO S L,2057.0,1,2021/00/31,2021/00/09
ALCALDÍA,CONTRATO MENOR DE PATROCINIO PUBLICITARIO CLUB FARO 2021,Servizo,"FARO DE VIGO, S.A. UNIPERSONAL",17545.0,1,2021/00/31,2021/00/17
ALCALDÍA,SUBMINSTRO PLACAS DE  BRONCE CONMEMORATIVAS,Subministro,ALVAREZ FERNANDEZ RAUL,3242.8,1,2021/00/31,2021/00/18
ALCALDÍA,GASTOS DE SERVIZO DE SON ACTO HOMENAXE RECONQUISTA 2021,Servizo,SONIDO COLLAZO SL,423.5,1,2021/00/31,2021/00/25
ALCALDÍA,GASTOS DE SERVIZOS DE SON ACTOS ALCALDIA,Servizo,SONIDO COLLAZO SL,2541.0,1,2021/00/31,2021/00/15
ALCALDÍA,SUBMINISTRO MAMPARAS DE SEPARACIÓN PARA OFICINA DE ALCALDIA,Subministro,GARCI VENTA S L,1651.65,1,2021/00/31,2021/00/30
ALCALDÍA,PRODUCION ACTOS INAUGURACIÓN REFORMA RUA RONDA DE DON BOSCO,Servizo,MARTINEZ TORRES MANUEL,3170.2,1,2021/00/31,2021/00/21
ALCALDÍA,PATROCINIO PUBILCITARIO SALON ATLANTICO ON LINE,Servizo,EXPANSION EVENTOS S L,1815.0,1,2021/00/31,2021/00/26
ALCALDÍA,CONTRATO PRIVADO PARA CONCERTO VIRTUAL DIA INTERNACIONAL DA MUSICA 2021,Servizo,FEDERACION DE BANDAS DE MUSICA POPULARES DE VIGO,15000.0,1,2021/00/31,2021/00/16
ALCALDÍA,subministro de calcapapeis en bronce como agasallo institucional,Subministro,ALVAREZ FERNANDEZ RAUL,3025.0,1,2021/00/31,2021/00/06
ALCALDÍA,CONTRATO MENOR DE SERVIZOS PARA ACTUALIZACIÓN DO PLAN DE EMERXENCIA PARA OS EVENTOS INSTITUCIONAIS A CELEBRAR NOS XARDINS HISTORICOS DO MUSEO QUIÑONES DE LEÓN E ACTUALIZACIÓN DOS PROTOCOLOS COVID EN ESPAZOS DA ALCALDÍA.,Servizo,MURCIEGO DELGADO PEDRO,2299.0,1,2021/00/31,2021/00/09
ALCALDÍA,Coordinación da organización e produción tecnica do XIII certame cancións os nosos barrios,Servizo,CANCIONS DOS NOSOS BARRIOS DE VIGO ASOC CULTURAL,14942.2,1,2021/00/31,2021/00/20
ALCALDÍA,contratación da produción tecnica dos eventos institucionais dia de galicia e pregon do cristo da vitoria,Servizo,SACAFERRO SL,9981.94,3,2021/00/31,2021/00/22
ALCALDÍA,"CONTRATO MENOR SERVICIOS DE GRAVACIÓN, RETRANSMISIÓN EN TV E EN STREAMING DO DÍA DE GALICIA.",Servizo,INICIATIVAS AUDIOVISUAIS VIGO SL,16940.0,1,2021/00/31,2021/00/28
ALCALDÍA,CONTRATO DO SERVIZO DE PRESENTADOR/A DO EVENTO INSTITUCIONAL  DIA DE GALICIA.,Servizo,MONTES FERNANDEZ PAULA,439.23,1,2021/00/31,2021/00/03
ALCALDÍA,Contrato menor privado de servizo actuación musical duo Begoña Riobó - Angel Pintos,Servizo,FUNDACION SONDESEU,847.0,1,2021/00/31,2021/00/03
ALCALDÍA,SUMINISTRO DE CABLEADO E SOPORTES PARA EQUIPO DE SON DE ALCALDIA,Subministro,SONIDO COLLAZO SL,702.41,1,2021/00/31,2021/00/11
ALCALDÍA,'Contrato menor servicios de inserción publicitaria institucional en soportes e revistas de caracter sectorial.',Servizo,EDICIONES Y PRODUCIONES EMPRESARIALES SA,1815.0,0,2021/00/31,2021/00/07
ALCALDÍA,'Contrato menor servicios de inserción publicitaria institucional en soportes e revistas de caracter sectorial.',Servizo,PUBLIGAL SL,2914.24,0,2021/00/31,2021/00/07
ALCALDÍA,'Contrato menor servicios de inserción publicitaria institucional en soportes e revistas de caracter sectorial.',Servizo,ASOCIACION ANTIGUOS ALUMNOS APOSTOL SANTIAGO,480.0,0,2021/00/31,2021/00/07
ALCALDÍA,'Contrato menor servicios de inserción publicitaria institucional en soportes e revistas de caracter sectorial.',Servizo,ASOCIACION MATERIALES DE CONSTRUCIÓN,1512.5,0,2021/00/31,2021/00/07
ALCALDÍA,'Contrato menor de servizos de catering para recepcións institucionais organizadas pola alcaldía en espazos municipais.',Servizo,LUCIMARCA S L,9955.0,3,2021/00/31,2021/00/08
ALCALDÍA,'Contrato menor de patrocinio publicitario para a celebración do evento vivencia 2021',Servizo,FORBE MULTIMEDIA S L,4000.0,0,2021/00/31,2021/00/10
ALCALDÍA,'Subministro de  libros conmemorativos como agasallo institucional',Subministro,SIXPRESS COLOR SL,1210.0,1,2021/00/31,2021/00/21
ALCALDÍA,'Contrato menor de patrocinio publicitario do concello para o evento 5º concreso internacional: a prevención e a seguridade industrial 4.0.',Servizo,CONSELLO GALEGO DE ENXEÑEIROS TECNICOS INDUSTRIALES,2500.0,1,2021/00/31,2021/00/18
ALCALDÍA,'Contrato menor de patrocinio publicitario do foro conversa legado 2030.',Servizo,SOCIEDAD ESPAÑOLA DE RADIODIFUSION S L,18137.9,0,2021/00/01,2021/00/11
ALCALDÍA,'Contrato menor de subministros uniformes chóferes alcaldía',Subministro,"EL CORTE INGLES, S.A.",3387.23,1,2021/00/31,2021/00/04
ALCALDÍA,"'Contrato menor para o servizo de montaxe, desmonte, produción e coordinación dun stand de 5 m2 do concello de vigo no v congreso acción e implicación organizado por empresarias de galicia.'",Servizo,ASOCIACIÓN DE EMPRESARIAS DE GALICIA,3000.0,0,2021/00/30,2021/00/27
ALCALDÍA,'Contrato menor de subministros placas vigueses distinguidos 2021',Subministro,FERNANDEZ POL CARLOS,3448.5,0,2021/00/31,2021/00/05
ALCALDÍA,'Contrato privado actuación gala vigueses distinguidos',Servizo,ORQUESTA CLASICA DE VIGO,1150.0,1,2021/00/31,2021/00/11
ALCALDÍA,'Contrato menor de servizos reportaxe fotográfica gala medalla de ouro da cidade e vigueses distinguidos',Servizo,GONZALEZ VAZQUEZ ROSA MARIA,344.8,1,2021/00/31,2021/00/11
ALCALDÍA,'Contrato menor de servizos gravación video gala viguese distinguidos',Servizo,ALVAREZ PEREZ JAVIER,3254.9,1,2021/00/31,2021/00/11
ALCALDÍA,'Contrato menor de  servizos de presentadora gala vigueses distinguidos',Servizo,MONTES FERNANDEZ PAULA,544.5,0,2021/00/31,2021/00/11
ALCALDÍA,'Contrato menor de servizos acondicionamento esceario gala vigueses distinguidos 2021',Servizo,ORGANIZACION DE IDEAS DE EXITO S L,2904.0,1,2021/00/31,2021/00/11
ALCALDÍA,'Contrato menor de servizos retransmisión gala vigueses distinguidos 2021',Servizo,INICIATIVAS AUDIOVISUAIS VIGO SL,17242.5,0,2021/00/31,2021/00/11
ALCALDÍA,'Contrato menor privado de suscripciones de prensa distintos servizos municipais',Servizo,"FARO DE VIGO, S.A. UNIPERSONAL",1478.8,1,2021/00/31,2021/00/15
ALCALDÍA,'Contrato menor de servizos enmarcacións obras de arte alcaldía',Servizo,QUADRO ENMARCACIONES SDAD COOP GALEGA,1379.76,0,2021/00/31,2021/00/02
ALCALDÍA,'Contrato menor de subministros obra artistica',Subministro,SOBRAL IGLESIAS ANTONIO,660.0,0,2021/00/31,2021/00/17
ALCALDÍA,'Contrato do servizo para o acondicionamento do vestíbulo do auditorio mar de vigo para albergar o desenvolvemento do acto institucional de entrega de galardóns e clausura do evento o pestisquiño.',Servizo,ORGANIZACION DE IDEAS DE EXITO S L,2783.0,0,2021/00/30,2021/00/19
ALCALDÍA,'Contrato menor privado para celebración gala lírica',Servizo,VALADARES UNION MUSICAL,5800.0,0,2021/00/31,2021/00/01
ALCALDÍA,'Contrato menor de servizos de retransmisión acto dia da constitucion 2021',Servizo,INICIATIVAS AUDIOVISUAIS VIGO SL,16940.0,0,2021/00/31,2021/00/03
TURISMO,contarto menor de servizos para a contratación da distribución dun calendario para promoción da cidade,Servizo,"FARO DE VIGO, S.A. UNIPERSONAL",7834.75,1,2021/00/31,2021/00/04
TURISMO,contrato menor de servizos para a contratación do servizo de mensaxería,Servizo,"REPARTO Y GESTION URGENTE,S.L.",2420.0,3,2021/00/31,2021/00/25
TURISMO,CONTRATO MENOR DE SUBMINISTROS PARA SUSCRICIÓN AI DIARIO FARO DE VIGO,Subministro,"FARO DE VIGO, S.A. UNIPERSONAL",760.0,1,2021/00/31,2021/00/18
TURISMO,CONTRATO MENOR DE SUBMINISTRO PARA SUSCRICIÓN AO DIARIO LA VOZ DE GALICIA,Subministro,LA VOZ DE GALICIA SA,830.0,1,2021/00/31,2021/00/18
TURISMO,CONTRATO MENOR DE SUBMINISTROS PARA SUSCRICIÓN AO DIARIO ATLÁNTICO,Subministro,RIAS BAIXAS COMUNICACION SA,572.32,1,2021/00/31,2021/00/18
TURISMO,contrato menor de servizos para elaboración da ruta guiada polo cemiterio de Pereiró adaptado á APP,Servizo,AGUIAS DE VIGO SL,6969.6,1,2021/00/31,2021/00/18
TURISMO,"contrato menor de servizo de promoción turística da cidae na web, blog e redes sociais do salón do automobil e retroauto-moto orientado a un mercado MICE",Servizo,EVENTOS DEL MOTOR SL,6655.0,1,2021/00/31,2021/00/22
TURISMO,CONTRATO MENOR DE SERVIZOS PARA A ELABORACIÓN DA CANDIDATURA DE VIGO NO MARCO DO PROGRMAA PLAN DE SOSTENIBILIDAD EN DESTINOS 2021,Servizo,ESTRATEGIAS Y ORGANIZACION S A,11797.5,3,2021/00/31,2021/00/01
TURISMO,CONTRATO MENOR DE SERVIZOS DE INSERCIÓN PUBLICITARIA PARA A PROMOCIÓN DA CIDADE NA REVISTA CONXEMAR,Servizo,CONXEMAR,3554.12,1,2021/00/31,2021/00/18
TURISMO,contrato menor de servizos para a contratación de servizos para a actualización da web de turismo ás novas versións dixitais de seguridade e a programación para o correcto funcionamento da app de estadísticas en conexión coa web de turismo,Servizo,BALIDEA CONSULTING - PROGRAMING S L,18059.25,3,2021/00/31,2021/00/23
TURISMO,CONTRATO MENOR DE SERVIZO PARA ELABORACIÓN DE INFORMES DE VALORACIÓN ECONÓMICA DA PROMOCIÓN TURÍSTICA EN DISTINTOS EVENTOS,Servizo,JANEIRO ALFAGEME GUILLERMO,7260.0,3,2021/00/31,2021/00/18
TURISMO,patrocinio publicitario para o programa nacional ' Hoy por Hoy' organizado por Radio Vigo Cadena SEr que terá lugar oen Vigo o vindeiro 12 de marzo de 2021,Servizo,RADIO VIGO SA,18137.9,1,2021/00/31,2021/00/26
TURISMO,CONTRATO E PATROCINIO PUBLICITARIO PARA EMISIÓN DO PROGRAMA ESPECIAL GENTE VIAJERA CONCELLO DE VIGO ORGANIZADO POR ONDA CERO,Servizo,UNIPREX S A,15125.0,1,2021/00/22,2021/00/09
TURISMO,CONTRATO MENOR DE SERVIZOS PARA A PROMOCIÓN TURÍSTICA DA CIDADE DE VIGO E DA WEB DE TURISMO DE VIGO EN PLANOS DA CIDADE,Servizo,CORPORACION DE COMUNICACIONES SL,2420.0,1,2021/00/31,2021/00/03
TURISMO,CONTRATO MENOR DE SERVIZOS PAR INSERCIÓN PUBLICITARIA DE PROMOCIÓN TURÍSTICA DA CIDADE NA REVISTA INDUSTRIAS PESQUERAS,Servizo,SERVICIOS INDUSTRIALES PESQUEROS S A,2891.9,1,2021/00/31,2021/00/04
TURISMO,CONTRATO MENOR DE SERVIZOS DE INSERCIÓN PUBLICITARIA DA CIDADE NA REVISTA GLOBAL INDUSTRY ASIME,Servizo,ATELIER GRAFICA VISUAL SL,3176.25,1,2021/00/31,2021/00/09
TURISMO,CONTRATO MENOR DE SERVIZOS PARA A PROMOCIÓN TURÍSTICA DA CIDADE A TRAVÉS DE INSERCIÓNS PUBLICITARIAS NA GUÍA GO!,Servizo,GRUPOGO EDICIONES SL,5445.0,1,2021/00/31,2021/00/17
TURISMO,CONTRATO MENOR DE SERVIZOS PARA CONTRATACIÓN DUN VIDEO PROMOCIONAL DE DINAMIZACIÓN DO COMERCIO E DO TURISMO DE VIGO,Servizo,ESMERARTE INDUSTRIAS CREATIVAS SL,15185.5,3,2021/00/31,2021/00/08
TURISMO,CONTRATO SUBMINISTROS DE PURIFICADOR DE AIRE E AIRE ACONDICIONADO NAS DEPENDENCIAS TURÍSTICAS MUNICIPAIS,Subministro,CARLINGAL SL,5284.05,3,2021/00/31,2021/00/21
TURISMO,CONTRATO MENOR DE SERVIZO PARA TASACIÓN INMOBILIARIA DE ESTUDO DE PREZO DE MERCADO DE INMOBLE DESTINADO A OFICINA DE TURISMO,Servizo,"TASACIONES INMOBILIARIAS, S.A.",1028.5,3,2021/00/31,2021/00/14
TURISMO,CONTRATO MENOR DE SERVIZOS PARA A CONTRATACIÓN DA XESTIÓN E COORDINACIÓN DA DELEGACIÓN ASISTENTE A ACCIÓN DE PROMOCIÓN TURÍSTICA DE VIGO EN FITUR 2021,Servizo,ZONDA SL,10000.0,3,2021/00/31,2021/00/30
TURISMO,CONTRATO MENOR DE SERVIZOS PARA INSERCIÓN PUBLICITARIA EN MEDIOS DIXITAIS DA PROMOCIÓN TURÍSTICA EN FITUR 2021,Servizo,AGENCIA EFE S A,665.5,10,2021/00/31,2021/00/12
TURISMO,CONTRATO MENOR DE SERVIZOS PARA INSERCIÓN PUBLICITARIA EN MEDIOS DIXITAIS DA PROMOCIÓN TURÍSTICA EN FITUR 2021,Servizo,EUROPA PRESS DELEGACIONES SA,1089.0,10,2021/00/31,2021/00/12
TURISMO,CONTRATO MENOR DE SERVIZOS PARA INSERCIÓN PUBLICITARIA EN MEDIOS DIXITAIS DA PROMOCIÓN TURÍSTICA EN FITUR 2021,Servizo,CONTIDOS E MENSAXES SL,1845.25,10,2021/00/31,2021/00/12
TURISMO,CONTRATO MENOR DE SERVIZOS PARA INSERCIÓN PUBLICITARIA EN MEDIOS DIXITAIS DA PROMOCIÓN TURÍSTICA EN FITUR 2021,Servizo,TRES Y UNO COMUNICACIÓN S L,1815.0,10,2021/00/31,2021/00/12
TURISMO,CONTRATO MENOR DE SERVIZOS PARA INSERCIÓN PUBLICITARIA EN MEDIOS DIXITAIS DA PROMOCIÓN TURÍSTICA EN FITUR 2021,Servizo,CIENCIA GALEGA INDUSTRIAS CREATIVAS SL,1815.0,10,2021/00/31,2021/00/12
TURISMO,CONTRATO MENOR DE SERVIZOS PARA INSERCIÓN PUBLICITARIA EN MEDIOS DIXITAIS DA PROMOCIÓN TURÍSTICA EN FITUR 2021,Servizo,EDITORIAL CASTRELOS S L,2420.0,10,2021/00/31,2021/00/12
TURISMO,CONTRATO MENOR DE SERVIZOS PARA INSERCIÓN PUBLICITARIA EN MEDIOS DIXITAIS DA PROMOCIÓN TURÍSTICA EN FITUR 2021,Servizo,HANSEI MEDIA S L,1500.0,10,2021/00/31,2021/00/12
TURISMO,CONTRATO MENOR DE SERVIZOS PARA INSERCIÓN PUBLICITARIA EN MEDIOS DIXITAIS DA PROMOCIÓN TURÍSTICA EN FITUR 2021,Servizo,CIES MEDIA COMUNICACION S L,1815.0,10,2021/00/31,2021/00/12
TURISMO,CONTRATO MENOR DE SERVIZOS PARA INSERCIÓN PUBLICITARIA EN MEDIOS DIXITAIS DA PROMOCIÓN TURÍSTICA EN FITUR 2021,Servizo,XURIMARU SERVIZOS DE COMUNICACIÓN 2010 S L,1100.0,10,2021/00/31,2021/00/12
TURISMO,CONTRATO MENOR DE SERVIZOS PARA INSERCIÓN PUBLICITARIA EN MEDIOS DIXITAIS DA PROMOCIÓN TURÍSTICA EN FITUR 2021,Servizo,DIARIO DE PRENSA DIGITAL SL,1936.0,10,2021/00/31,2021/00/12
TURISMO,CONTRATO PRIVADO DE PATROCINIO PUBLICITARIO PARA EMISIÓN DE ENTREVISTAS EN DISTINTAS RADIOS NA PROMOCIÓN TURÍSTICA EN VIGO EN FITUR 2021,Servizo,RADIO POPULAR SA COPE,4630.0,4,2021/00/31,2021/00/12
TURISMO,CONTRATO PRIVADO DE PATROCINIO PUBLICITARIO PARA EMISIÓN DE ENTREVISTAS EN DISTINTAS RADIOS NA PROMOCIÓN TURÍSTICA EN VIGO EN FITUR 2021,Servizo,UNIPREX S A,4708.65,4,2021/00/31,2021/00/12
TURISMO,CONTRATO PRIVADO DE PATROCINIO PUBLICITARIO PARA EMISIÓN DE ENTREVISTAS EN DISTINTAS RADIOS NA PROMOCIÓN TURÍSTICA EN VIGO EN FITUR 2021,Servizo,RADIO VIGO SA,7000.0,4,2021/00/31,2021/00/12
TURISMO,CONTRATO PRIVADO DE PATROCINIO PUBLICITARIO PARA EMISIÓN DE ENTREVISTAS EN DISTINTAS RADIOS NA PROMOCIÓN TURÍSTICA EN VIGO EN FITUR 2021,Servizo,RADIO BLANCA SA,1802.9,4,2021/00/31,2021/00/12
TURISMO,"CONTRATO MENOR DE SERVIZOS DE INSERCIÓN PUBLICITARIAS EN MEDIOS, PARA A PROMOCIÓN TURÍSTICA DA CAMPAÑA 'VIGO SENTIMIENTOS COMPARTIDOS'",Servizo,LA VOZ DE GALICIA SA,2420.0,6,2021/00/31,2021/00/14
TURISMO,"CONTRATO MENOR DE SERVIZOS DE INSERCIÓN PUBLICITARIAS EN MEDIOS, PARA A PROMOCIÓN TURÍSTICA DA CAMPAÑA 'VIGO SENTIMIENTOS COMPARTIDOS'",Servizo,"FARO DE VIGO, S.A. UNIPERSONAL",4477.0,6,2021/00/31,2021/00/14
TURISMO,"CONTRATO MENOR DE SERVIZOS DE INSERCIÓN PUBLICITARIAS EN MEDIOS, PARA A PROMOCIÓN TURÍSTICA DA CAMPAÑA 'VIGO SENTIMIENTOS COMPARTIDOS'",Servizo,RIAS BAIXAS COMUNICACION SA,2420.0,6,2021/00/31,2021/00/14
TURISMO,"CONTRATO MENOR DE SERVIZOS DE INSERCIÓN PUBLICITARIAS EN MEDIOS, PARA A PROMOCIÓN TURÍSTICA DA CAMPAÑA 'VIGO SENTIMIENTOS COMPARTIDOS'",Servizo,UNIDAD EDITORIAL SA,3630.0,6,2021/00/31,2021/00/14
TURISMO,"CONTRATO MENOR DE SERVIZOS DE INSERCIÓN PUBLICITARIAS EN MEDIOS, PARA A PROMOCIÓN TURÍSTICA DA CAMPAÑA 'VIGO SENTIMIENTOS COMPARTIDOS'",Servizo,DIARIO ABC SL,1512.5,6,2021/00/31,2021/00/14
TURISMO,"CONTRATO MENOR DE SERVIZOS DE INSERCIÓN PUBLICITARIAS EN MEDIOS, PARA A PROMOCIÓN TURÍSTICA DA CAMPAÑA 'VIGO SENTIMIENTOS COMPARTIDOS'",Servizo,EDICIONES EL PAIS SL,3630.0,6,2021/00/31,2021/00/14
TURISMO,"contrato menor de servizos para a contratación dun presentador de recoñecido prestixio no ámbito local complementario, na presentación promocional en fitur 2021",Servizo,FORESTA FILMS SL,484.0,1,2021/00/31,2021/00/14
TURISMO,CONTRATO MENOR DE SERVIZOS PARA A CONTRATACIÓN DE VISITAS ÁS ILLAS CÍES,Servizo,NAVIERA ILLA DE ONS SL,18137.9,2,2021/00/31,2021/00/16
TURISMO,CONTRATO MENOR DE SERVIZOS PARA A CONTRATACIÓN DO SERVIZO DE VENDA SEN CONTACTO NO BUS TURÍSTICO: VENTA ONLINE E PAGO CON TARXETA,Servizo,VIGUESA DE TRANSPORTES SL,2921.85,1,2021/00/31,2021/00/14
TURISMO,CONTRATO MENOR DE SERVIZOS ESPECIAIS NO CRV NA TEMPADA ESTIVAL E NO NADAL,Servizo,GAESA GABINETE ASESOR DE EMPRESAS SL,18125.8,3,2021/00/31,2021/00/24
TURISMO,CONTRATO MENOR DE SERVIZOS DE ASISTENCIA TÉCNICA PARA O APOIO NA ELABORACIÓN DE DOCUMENTACIÓN E PREGOS TÉCNICOS DE LICITACIÓN,Servizo,PEREZ GONZALEZ CRISTINA,7369.86,3,2021/00/31,2021/00/28
TURISMO,CONTRATO DE PATROCINIO PUBLICITARIO PARA A PROMOCIÓN TURÍSTICA NO XXX SALÓN DO AUTOMÓBIL DE VIGO E XXI MOTOROCASIÓN DE VIGO,Servizo,EVENTOS DEL MOTOR SL,11374.0,1,2021/00/31,2021/00/29
TURISMO,'Inserción publicitaria 'Las recetas de nuestros restaurantes'',Servizo,PEPE CADAVEDO MARKETING Y COMUNICACION SL,173.93,1,2022/00/30,2021/00/28
TURISMO,Patrocinio publicitario de promoción turística de Vigo no Faro de Vigo sobre a xornada 'Destinos Turísticos Inteligentes',Servizo,"FARO DE VIGO, S.A. UNIPERSONAL",4840.0,1,2021/00/31,2021/00/14
TURISMO,'Contrato menor de servizos para a recollida de firmas para o apoio á candidatura 'illas cíes patrimonio da humanidade'',Servizo,CORPORACION DE COMUNICACIONES SL,17908.0,3,2021/00/31,2021/00/20
TURISMO,'Contrato menor de servizo para a contratación de rutas guiadas caracterizadas para a promoción do turismo funerario de vigo durante o samaín 2021 no cemiterio de pereiró',Servizo,AGUIAS DE VIGO SL,17968.5,3,2021/00/31,2021/00/28
TURISMO,'Contrato menor de servizos para o traslado do material e do mobiliario da oficina de información turística e o centro de interpretación de ría',Servizo,OLIVICA M O V MUDANZAS SL,17666.0,3,2021/00/31,2021/00/01
